topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
10,mas,Dandelin spheres and conic sections,Dandelin Spheres: The Geometric Soul of Conic Sections,True,True,True,12.688423812389374,1.78200314839681,880839,880.839,95.0,92.5,100.0,95.0,97.5,96.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/10-Dandelin_Spheres_The_Geometric_Soul_of_Conic_Sections,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/10-Dandelin_Spheres_The_Geometric_Soul_of_Conic_Sections/Dandelin_Spheres_The_Geometric_Soul_of_Conic_Sections.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/10-Dandelin_Spheres_The_Geometric_Soul_of_Conic_Sections/Dandelin_Spheres_The_Geometric_Soul_of_Conic_Sections_eval.json,
11,mas,How multilayer perceptrons in transformers may store facts,How Multilayer Perceptrons (MLPs) in Transformers Store Facts,True,True,True,11.127137502034506,1.882880699634552,687399,687.399,97.5,95.0,100.0,100.0,92.5,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/11-How_Multilayer_Perceptrons_MLPs_in_Transformers_Store_Facts,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/11-How_Multilayer_Perceptrons_MLPs_in_Transformers_Store_Facts/How_Multilayer_Perceptrons_MLPs_in_Transformers_Store_Facts.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/11-How_Multilayer_Perceptrons_MLPs_in_Transformers_Store_Facts/How_Multilayer_Perceptrons_MLPs_in_Transformers_Store_Facts_eval.json,
12,mas,The physics of pi arising from colliding blocks,The Pi Machine: How Colliding Blocks Compute the Digits of Pi,True,True,True,13.573815381526947,1.8992449561754863,743337,743.337,97.5,92.5,100.0,100.0,97.5,97.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/12-The_Pi_Machine_How_Colliding_Blocks_Compute_the_Digits_of_Pi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/12-The_Pi_Machine_How_Colliding_Blocks_Compute_the_Digits_of_Pi/The_Pi_Machine_How_Colliding_Blocks_Compute_the_Digits_of_Pi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/12-The_Pi_Machine_How_Colliding_Blocks_Compute_the_Digits_of_Pi/The_Pi_Machine_How_Colliding_Blocks_Compute_the_Digits_of_Pi_eval.json,
13,mas,High-dimensional spheres,Beyond the Third Dimension: Exploring High-Dimensional Spheres,True,True,True,16.530250759919486,1.6942688703536988,855919,855.919,92.5,85.0,95.0,87.5,90.0,90.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/13-Beyond_the_Third_Dimension_Exploring_High-Dimensional_Spheres,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/13-Beyond_the_Third_Dimension_Exploring_High-Dimensional_Spheres/Beyond_the_Third_Dimension_Exploring_High-Dimensional_Spheres.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/13-Beyond_the_Third_Dimension_Exploring_High-Dimensional_Spheres/Beyond_the_Third_Dimension_Exploring_High-Dimensional_Spheres_eval.json,
14,mas,Discrete convolutions and their applications,Discrete Convolutions and Their Applications,True,True,True,16.967602435747782,2.0307555119196574,874649,874.649,97.5,92.5,100.0,95.0,100.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/14-Discrete_Convolutions_and_Their_Applications,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/14-Discrete_Convolutions_and_Their_Applications/Discrete_Convolutions_and_Their_Applications.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/14-Discrete_Convolutions_and_Their_Applications/Discrete_Convolutions_and_Their_Applications_eval.json,
15,mas,Binary counting and its application to the Towers of Hanoi puzzle,The Binary Secret of the Towers of Hanoi,True,True,True,13.784378429253897,1.988545576731364,743257,743.257,97.5,92.5,100.0,95.0,100.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/15-The_Binary_Secret_of_the_Towers_of_Hanoi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/15-The_Binary_Secret_of_the_Towers_of_Hanoi/The_Binary_Secret_of_the_Towers_of_Hanoi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/15-The_Binary_Secret_of_the_Towers_of_Hanoi/The_Binary_Secret_of_the_Towers_of_Hanoi_eval.json,
16,mas,Partial differential equations,Introduction to Partial Differential Equations (PDEs): Modeling a Changing World,True,True,True,15.471233959992727,1.628687071800232,718803,718.803,95.0,77.5,97.5,70.0,100.0,88.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/16-Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/16-Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World/Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/16-Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World/Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World_eval.json,
17,mas,Central Limit Theorem,The Magic of the Bell Curve: Understanding the Central Limit Theorem,True,True,True,10.379324309031169,1.5465201417605081,580287,580.287,97.5,92.5,100.0,97.5,100.0,97.5,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/17-The_Magic_of_the_Bell_Curve_Understanding_the_Central_Limit_Theorem,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/17-The_Magic_of_the_Bell_Curve_Understanding_the_Central_Limit_Theorem/The_Magic_of_the_Bell_Curve_Understanding_the_Central_Limit_Theorem.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/17-The_Magic_of_the_Bell_Curve_Understanding_the_Central_Limit_Theorem/The_Magic_of_the_Bell_Curve_Understanding_the_Central_Limit_Theorem_eval.json,
18,mas,Unexpected answer to a counting puzzle involving collisions and pi,The Pi Collision Puzzle: Why Counting Bounces Reveals the Universe's Most Famous Constant,True,True,True,13.478576187292735,1.9122065901756287,741453,741.453,97.5,92.5,100.0,95.0,100.0,97.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/18-The_Pi_Collision_Puzzle_Why_Counting_Bounces_Reveals_the_Universes_Most_Famous_Constant,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/18-The_Pi_Collision_Puzzle_Why_Counting_Bounces_Reveals_the_Universes_Most_Famous_Constant/The_Pi_Collision_Puzzle_Why_Counting_Bounces_Reveals_the_Universes_Most_Famous_Constant.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/18-The_Pi_Collision_Puzzle_Why_Counting_Bounces_Reveals_the_Universes_Most_Famous_Constant/The_Pi_Collision_Puzzle_Why_Counting_Bounces_Reveals_the_Universes_Most_Famous_Constant_eval.json,
19,mas,Basics of linear algebra and vectors,The Visual Heart of Linear Algebra: Understanding Vectors,True,True,True,16.86388793786367,1.8365588148434957,713368,713.368,92.5,87.5,95.0,97.5,90.0,92.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/19-The_Visual_Heart_of_Linear_Algebra_Understanding_Vectors,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/19-The_Visual_Heart_of_Linear_Algebra_Understanding_Vectors/The_Visual_Heart_of_Linear_Algebra_Understanding_Vectors.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/19-The_Visual_Heart_of_Linear_Algebra_Understanding_Vectors/The_Visual_Heart_of_Linear_Algebra_Understanding_Vectors_eval.json,
20,mas,Bayes' theorem and independence in probability,Bayes' Theorem and Independence: The Logic of Updating Beliefs,True,True,True,11.553277432918549,1.5656928022702534,610627,610.627,97.5,92.5,100.0,95.0,100.0,97.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/20-Bayes_Theorem_and_Independence_The_Logic_of_Updating_Beliefs,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/20-Bayes_Theorem_and_Independence_The_Logic_of_Updating_Beliefs/Bayes_Theorem_and_Independence_The_Logic_of_Updating_Beliefs.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/20-Bayes_Theorem_and_Independence_The_Logic_of_Updating_Beliefs/Bayes_Theorem_and_Independence_The_Logic_of_Updating_Beliefs_eval.json,
21,mas,Block collision problem and its relation to calculating digits of pi,The Physics of Pi: Why Colliding Blocks Calculate Circles,True,True,True,12.19809288183848,1.7792667746543884,635690,635.69,97.5,95.0,100.0,100.0,100.0,98.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/21-The_Physics_of_Pi_Why_Colliding_Blocks_Calculate_Circles,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/21-The_Physics_of_Pi_Why_Colliding_Blocks_Calculate_Circles/The_Physics_of_Pi_Why_Colliding_Blocks_Calculate_Circles.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/21-The_Physics_of_Pi_Why_Colliding_Blocks_Calculate_Circles/The_Physics_of_Pi_Why_Colliding_Blocks_Calculate_Circles_eval.json,
22,mas,Planar graph duality and Euler's Characteristic Formula,The Secret Symmetry: Euler's Characteristic and Planar Graph Duality,True,True,True,10.788151212533315,2.5421441634496054,635799,635.799,92.5,85.0,97.5,95.0,75.0,89.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/22-The_Secret_Symmetry_Eulers_Characteristic_and_Planar_Graph_Duality,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/22-The_Secret_Symmetry_Eulers_Characteristic_and_Planar_Graph_Duality/The_Secret_Symmetry_Eulers_Characteristic_and_Planar_Graph_Duality.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/22-The_Secret_Symmetry_Eulers_Characteristic_and_Planar_Graph_Duality/The_Secret_Symmetry_Eulers_Characteristic_and_Planar_Graph_Duality_eval.json,
23,mas,Cramer's rule explained geometrically,The Geometric Intuition of Cramer's Rule,True,True,True,16.02394194205602,1.7297873536745707,781965,781.965,97.5,100.0,100.0,100.0,97.5,99.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/23-The_Geometric_Intuition_of_Cramers_Rule,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/23-The_Geometric_Intuition_of_Cramers_Rule/The_Geometric_Intuition_of_Cramers_Rule.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/23-The_Geometric_Intuition_of_Cramers_Rule/The_Geometric_Intuition_of_Cramers_Rule_eval.json,
24,mas,Pure Fourier series,Pure Fourier Series: The DNA of Waves,True,True,True,12.453180487950643,1.8581990043322245,718222,718.222,100.0,97.5,100.0,100.0,100.0,99.5,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/24-Pure_Fourier_Series_The_DNA_of_Waves,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/24-Pure_Fourier_Series_The_DNA_of_Waves/Pure_Fourier_Series_The_DNA_of_Waves.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/24-Pure_Fourier_Series_The_DNA_of_Waves/Pure_Fourier_Series_The_DNA_of_Waves_eval.json,
25,mas,"Infinite sums, convergence and divergence, 2-adic metric in mathematics",The Upside-Down World of 2-adic Numbers: Redefining Convergence,True,True,True,10.469543627897899,1.822898805141449,684767,684.767,100.0,100.0,100.0,100.0,100.0,100.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/25-The_Upside-Down_World_of_2-adic_Numbers_Redefining_Convergence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/25-The_Upside-Down_World_of_2-adic_Numbers_Redefining_Convergence/The_Upside-Down_World_of_2-adic_Numbers_Redefining_Convergence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/25-The_Upside-Down_World_of_2-adic_Numbers_Redefining_Convergence/The_Upside-Down_World_of_2-adic_Numbers_Redefining_Convergence_eval.json,
26,mas,"Alternate notation for powers, logarithms, and roots","The Triangle of Power: A Unified Notation for Powers, Roots, and Logarithms",True,True,True,17.275205767154695,1.8568020065625508,841256,841.256,92.5,87.5,100.0,95.0,100.0,95.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms/The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms/The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms_eval.json,
27,mas,Principles of Holography and Diffraction,Principles of Holography and Diffraction: Capturing the Whole Light,True,True,True,14.029082862536113,1.6624740362167358,709946,709.946,100.0,97.5,100.0,100.0,95.0,98.5,19.999999999999996,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/27-Principles_of_Holography_and_Diffraction_Capturing_the_Whole_Light,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/27-Principles_of_Holography_and_Diffraction_Capturing_the_Whole_Light/Principles_of_Holography_and_Diffraction_Capturing_the_Whole_Light.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/27-Principles_of_Holography_and_Diffraction_Capturing_the_Whole_Light/Principles_of_Holography_and_Diffraction_Capturing_the_Whole_Light_eval.json,
28,mas,"Span, linear combinations, linear dependence, and bases",The DNA of Linear Spaces: From Linear Combinations to Bases,True,True,True,12.657465509573619,1.6073378642400107,610416,610.416,97.5,95.0,100.0,97.5,100.0,98.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/28-The_DNA_of_Linear_Spaces_From_Linear_Combinations_to_Bases,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/28-The_DNA_of_Linear_Spaces_From_Linear_Combinations_to_Bases/The_DNA_of_Linear_Spaces_From_Linear_Combinations_to_Bases.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/28-The_DNA_of_Linear_Spaces_From_Linear_Combinations_to_Bases/The_DNA_of_Linear_Spaces_From_Linear_Combinations_to_Bases_eval.json,
29,mas,Fundamental constants and mathematical structure in turbulence,The Hidden Order of Chaos: Constants and Structure in Turbulence,True,True,True,17.98509045044581,1.9600156704584757,832634,832.634,92.5,85.0,100.0,95.0,100.0,94.5,-19.999999999999996,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/29-The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/29-The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence/The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_114800/29-The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence/The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence_eval.json,
