topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
10,mas,Dandelin spheres and conic sections,The Geometry of Light: Dandelin Spheres and Conic Sections,True,True,True,7.146188775698344,1.4411317030588786,429382,429.382,90.0,87.5,92.5,85.0,80.0,87.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/10-The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/10-The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections/The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/10-The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections/The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections_eval.json,
11,mas,How multilayer perceptrons in transformers may store facts,How Multilayer Perceptrons (MLP) Store Facts in Transformers,True,True,True,4.655543355147044,1.7596745451291402,383269,383.269,95.0,92.5,100.0,100.0,95.0,96.5,19.999999999999996,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/11-How_Multilayer_Perceptrons_MLP_Store_Facts_in_Transformers,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/11-How_Multilayer_Perceptrons_MLP_Store_Facts_in_Transformers/How_Multilayer_Perceptrons_MLP_Store_Facts_in_Transformers.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/11-How_Multilayer_Perceptrons_MLP_Store_Facts_in_Transformers/How_Multilayer_Perceptrons_MLP_Store_Facts_in_Transformers_eval.json,
12,mas,The physics of pi arising from colliding blocks,The Physics of Pi: Colliding Blocks and Digits of $\pi$,True,True,True,4.240138141314189,1.8069538474082947,364369,364.369,100.0,97.5,100.0,100.0,95.0,98.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/12-The_Physics_of_Pi_Colliding_Blocks_and_Digits_of_pi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/12-The_Physics_of_Pi_Colliding_Blocks_and_Digits_of_pi/The_Physics_of_Pi_Colliding_Blocks_and_Digits_of_pi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/12-The_Physics_of_Pi_Colliding_Blocks_and_Digits_of_pi/The_Physics_of_Pi_Colliding_Blocks_and_Digits_of_pi_eval.json,
13,mas,High-dimensional spheres,The Geometry of High-Dimensional Spheres: Beyond 3D,True,True,True,4.837253391742706,1.945075237751007,378430,378.43,70.0,35.0,95.0,95.0,65.0,72.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/13-The_Geometry_of_High-Dimensional_Spheres_Beyond_3D,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/13-The_Geometry_of_High-Dimensional_Spheres_Beyond_3D/The_Geometry_of_High-Dimensional_Spheres_Beyond_3D.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/13-The_Geometry_of_High-Dimensional_Spheres_Beyond_3D/The_Geometry_of_High-Dimensional_Spheres_Beyond_3D_eval.json,
14,mas,Discrete convolutions and their applications,Understanding Discrete Convolutions: From Filters to Features,True,True,True,4.529744342962901,1.7274232427279155,318024,318.024,97.5,95.0,97.5,100.0,87.5,95.5,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/14-Understanding_Discrete_Convolutions_From_Filters_to_Features,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/14-Understanding_Discrete_Convolutions_From_Filters_to_Features/Understanding_Discrete_Convolutions_From_Filters_to_Features.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/14-Understanding_Discrete_Convolutions_From_Filters_to_Features/Understanding_Discrete_Convolutions_From_Filters_to_Features_eval.json,
15,mas,Binary counting and its application to the Towers of Hanoi puzzle,Binary Counting and the Towers of Hanoi: The Hidden Logic of Recursion,True,True,True,5.041596202055613,1.921569816271464,412095,412.095,92.5,87.5,70.0,97.5,60.0,81.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic_of_Recursion,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic_of_Recursion/Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic_of_Recursion.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic_of_Recursion/Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic_of_Recursion_eval.json,
16,mas,Partial differential equations,Introduction to Partial Differential Equations (PDEs),True,True,True,4.848700861136119,1.4858428796132406,322892,322.892,87.5,80.0,75.0,90.0,72.5,81.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/16-Introduction_to_Partial_Differential_Equations_PDEs,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/16-Introduction_to_Partial_Differential_Equations_PDEs/Introduction_to_Partial_Differential_Equations_PDEs.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/16-Introduction_to_Partial_Differential_Equations_PDEs/Introduction_to_Partial_Differential_Equations_PDEs_eval.json,
17,mas,Central Limit Theorem,The Central Limit Theorem (CLT): The Magic of Averages,True,True,True,7.835664947827657,1.5479687492052714,408423,408.423,92.5,75.0,95.0,100.0,82.5,89.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Averages,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Averages/The_Central_Limit_Theorem_CLT_The_Magic_of_Averages.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Averages/The_Central_Limit_Theorem_CLT_The_Magic_of_Averages_eval.json,
18,mas,Unexpected answer to a counting puzzle involving collisions and pi,The Pi Mystery: Counting Collisions to Calculate Digits,True,True,True,4.892276239395142,1.6494334061940512,387384,387.384,92.5,80.0,97.5,100.0,85.0,91.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/18-The_Pi_Mystery_Counting_Collisions_to_Calculate_Digits,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/18-The_Pi_Mystery_Counting_Collisions_to_Calculate_Digits/The_Pi_Mystery_Counting_Collisions_to_Calculate_Digits.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/18-The_Pi_Mystery_Counting_Collisions_to_Calculate_Digits/The_Pi_Mystery_Counting_Collisions_to_Calculate_Digits_eval.json,
19,mas,Basics of linear algebra and vectors,Fundamentals of Linear Algebra: From Arrows to Spaces,True,True,True,5.953398811817169,1.3250302036603292,504737,504.737,95.0,90.0,70.0,100.0,80.0,87.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/19-Fundamentals_of_Linear_Algebra_From_Arrows_to_Spaces,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/19-Fundamentals_of_Linear_Algebra_From_Arrows_to_Spaces/Fundamentals_of_Linear_Algebra_From_Arrows_to_Spaces.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/19-Fundamentals_of_Linear_Algebra_From_Arrows_to_Spaces/Fundamentals_of_Linear_Algebra_From_Arrows_to_Spaces_eval.json,
20,mas,Bayes' theorem and independence in probability,Mastering Bayes' Theorem and Independence,True,True,True,5.49599332412084,1.5244553605715434,421849,421.849,90.0,82.5,95.0,80.0,85.0,86.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/20-Mastering_Bayes_Theorem_and_Independence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/20-Mastering_Bayes_Theorem_and_Independence/Mastering_Bayes_Theorem_and_Independence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/20-Mastering_Bayes_Theorem_and_Independence/Mastering_Bayes_Theorem_and_Independence_eval.json,
21,mas,Block collision problem and its relation to calculating digits of pi,The Curious Link: Elastic Collisions and the Digits of Pi,True,True,True,4.932054595152537,1.8836811304092407,359310,359.31,95.0,92.5,100.0,92.5,97.5,95.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/21-The_Curious_Link_Elastic_Collisions_and_the_Digits_of_Pi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/21-The_Curious_Link_Elastic_Collisions_and_the_Digits_of_Pi/The_Curious_Link_Elastic_Collisions_and_the_Digits_of_Pi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/21-The_Curious_Link_Elastic_Collisions_and_the_Digits_of_Pi/The_Curious_Link_Elastic_Collisions_and_the_Digits_of_Pi_eval.json,
22,mas,Planar graph duality and Euler's Characteristic Formula,Unlocking Planar Graphs: Euler's Characteristic and Duality,True,True,True,6.11874825557073,1.7479534228642781,480521,480.521,90.0,82.5,70.0,97.5,55.00000000000001,79.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality/Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality/Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality_eval.json,
23,mas,Cramer's rule explained geometrically,Cramer's Rule: A Geometric Perspective,True,True,True,4.648890097935994,1.6392974098523458,332409,332.409,95.0,92.5,100.0,100.0,97.5,97.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/23-Cramers_Rule_A_Geometric_Perspective,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/23-Cramers_Rule_A_Geometric_Perspective/Cramers_Rule_A_Geometric_Perspective.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/23-Cramers_Rule_A_Geometric_Perspective/Cramers_Rule_A_Geometric_Perspective_eval.json,
24,mas,Pure Fourier series,Pure Fourier Series: Decoding Signals into Simple Harmonics,True,True,True,4.472170412540436,1.4610216299692789,357057,357.057,97.5,92.5,100.0,100.0,95.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/24-Pure_Fourier_Series_Decoding_Signals_into_Simple_Harmonics,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/24-Pure_Fourier_Series_Decoding_Signals_into_Simple_Harmonics/Pure_Fourier_Series_Decoding_Signals_into_Simple_Harmonics.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/24-Pure_Fourier_Series_Decoding_Signals_into_Simple_Harmonics/Pure_Fourier_Series_Decoding_Signals_into_Simple_Harmonics_eval.json,
25,mas,"Infinite sums, convergence and divergence, 2-adic metric in mathematics",Exploring the 2-adic Metric: A New Way to Measure Distance,True,True,True,14.637896728515624,1.5763148307800292,582750,582.75,92.5,95.0,100.0,90.0,97.5,95.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/25-Exploring_the_2-adic_Metric_A_New_Way_to_Measure_Distance,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/25-Exploring_the_2-adic_Metric_A_New_Way_to_Measure_Distance/Exploring_the_2-adic_Metric_A_New_Way_to_Measure_Distance.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/25-Exploring_the_2-adic_Metric_A_New_Way_to_Measure_Distance/Exploring_the_2-adic_Metric_A_New_Way_to_Measure_Distance_eval.json,
26,mas,"Alternate notation for powers, logarithms, and roots","The Mathematical Trinity: Powers, Roots, and Logarithms",True,True,True,5.068359967072805,1.7348989526430765,394520,394.52,90.0,77.5,95.0,92.5,85.0,88.0,20.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/26-The_Mathematical_Trinity_Powers_Roots_and_Logarithms,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/26-The_Mathematical_Trinity_Powers_Roots_and_Logarithms/The_Mathematical_Trinity_Powers_Roots_and_Logarithms.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/26-The_Mathematical_Trinity_Powers_Roots_and_Logarithms/The_Mathematical_Trinity_Powers_Roots_and_Logarithms_eval.json,
27,mas,Principles of Holography and Diffraction,Principles of Holography and Diffraction,True,True,True,5.764591677983602,1.5818832357724508,564125,564.125,90.0,62.5,92.5,95.0,65.0,81.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/27-Principles_of_Holography_and_Diffraction,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/27-Principles_of_Holography_and_Diffraction/Principles_of_Holography_and_Diffraction.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/27-Principles_of_Holography_and_Diffraction/Principles_of_Holography_and_Diffraction_eval.json,
28,mas,"Span, linear combinations, linear dependence, and bases",Foundations of Linear Algebra: From Span to Basis,True,True,True,4.298890447616577,1.4680732250213624,322135,322.135,92.5,85.0,97.5,97.5,82.5,91.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/28-Foundations_of_Linear_Algebra_From_Span_to_Basis,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/28-Foundations_of_Linear_Algebra_From_Span_to_Basis/Foundations_of_Linear_Algebra_From_Span_to_Basis.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/28-Foundations_of_Linear_Algebra_From_Span_to_Basis/Foundations_of_Linear_Algebra_From_Span_to_Basis_eval.json,
29,mas,Fundamental constants and mathematical structure in turbulence,Fundamental Constants and Mathematical Structure in Turbulence,True,True,True,5.2884328961372375,1.498451030254364,352333,352.333,95.0,87.5,100.0,100.0,100.0,96.5,20.000000000000007,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Fundamental_Constants_and_Mathematical_Structure_in_Turbulence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_115223/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Fundamental_Constants_and_Mathematical_Structure_in_Turbulence_eval.json,
