topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
10,mas,Dandelin spheres and conic sections,The Magic of Dandelin Spheres: Linking Cones to Ellipses,True,True,True,8.914154171943665,2.8796718955039977,524401,524.401,97.5,92.5,100.0,100.0,100.0,98.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/10-The_Magic_of_Dandelin_Spheres_Linking_Cones_to_Ellipses,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/10-The_Magic_of_Dandelin_Spheres_Linking_Cones_to_Ellipses/The_Magic_of_Dandelin_Spheres_Linking_Cones_to_Ellipses.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/10-The_Magic_of_Dandelin_Spheres_Linking_Cones_to_Ellipses/The_Magic_of_Dandelin_Spheres_Linking_Cones_to_Ellipses_eval.json,
11,mas,How multilayer perceptrons in transformers may store facts,The Knowledge Vault: How MLPs in Transformers Store Facts,True,True,True,10.434833109378815,1.7585286180178323,585570,585.57,100.0,97.5,100.0,100.0,100.0,99.5,0.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/11-The_Knowledge_Vault_How_MLPs_in_Transformers_Store_Facts,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/11-The_Knowledge_Vault_How_MLPs_in_Transformers_Store_Facts/The_Knowledge_Vault_How_MLPs_in_Transformers_Store_Facts.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/11-The_Knowledge_Vault_How_MLPs_in_Transformers_Store_Facts/The_Knowledge_Vault_How_MLPs_in_Transformers_Store_Facts_eval.json,
12,mas,The physics of pi arising from colliding blocks,The Pi-Collision Connection: How Counting Bounces Reveals Geometry,True,True,True,11.514296166102092,1.8275983452796936,863180,863.18,97.5,92.5,100.0,97.5,95.0,96.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/12-The_Pi-Collision_Connection_How_Counting_Bounces_Reveals_Geometry,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/12-The_Pi-Collision_Connection_How_Counting_Bounces_Reveals_Geometry/The_Pi-Collision_Connection_How_Counting_Bounces_Reveals_Geometry.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/12-The_Pi-Collision_Connection_How_Counting_Bounces_Reveals_Geometry/The_Pi-Collision_Connection_How_Counting_Bounces_Reveals_Geometry_eval.json,
13,mas,High-dimensional spheres,The Geometry of Hyperspheres: Journey into Higher Dimensions,True,True,True,18.403024911880493,1.7742170691490173,754597,754.597,97.5,95.0,100.0,100.0,95.0,97.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/13-The_Geometry_of_Hyperspheres_Journey_into_Higher_Dimensions,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/13-The_Geometry_of_Hyperspheres_Journey_into_Higher_Dimensions/The_Geometry_of_Hyperspheres_Journey_into_Higher_Dimensions.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/13-The_Geometry_of_Hyperspheres_Journey_into_Higher_Dimensions/The_Geometry_of_Hyperspheres_Journey_into_Higher_Dimensions_eval.json,
14,mas,Discrete convolutions and their applications,Discrete Convolutions: The Magic of Digital Filtering,True,True,True,11.64261952638626,2.5042014598846434,707607,707.607,97.5,95.0,100.0,100.0,97.5,98.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/14-Discrete_Convolutions_The_Magic_of_Digital_Filtering,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/14-Discrete_Convolutions_The_Magic_of_Digital_Filtering/Discrete_Convolutions_The_Magic_of_Digital_Filtering.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/14-Discrete_Convolutions_The_Magic_of_Digital_Filtering/Discrete_Convolutions_The_Magic_of_Digital_Filtering_eval.json,
15,mas,Binary counting and its application to the Towers of Hanoi puzzle,The Binary Secret of the Towers of Hanoi,True,True,True,11.35195988814036,1.9449756423632303,744317,744.317,97.5,92.5,100.0,90.0,100.0,96.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/15-The_Binary_Secret_of_the_Towers_of_Hanoi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/15-The_Binary_Secret_of_the_Towers_of_Hanoi/The_Binary_Secret_of_the_Towers_of_Hanoi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/15-The_Binary_Secret_of_the_Towers_of_Hanoi/The_Binary_Secret_of_the_Towers_of_Hanoi_eval.json,
16,mas,Partial differential equations,Introduction to Partial Differential Equations (PDEs): Modeling a Changing World,True,True,True,10.542688294251759,1.617785382270813,704259,704.259,97.5,95.0,100.0,100.0,95.0,97.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/16-Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/16-Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World/Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/16-Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World/Introduction_to_Partial_Differential_Equations_PDEs_Modeling_a_Changing_World_eval.json,
17,mas,Central Limit Theorem,The Magic of Averages: Demystifying the Central Limit Theorem,True,True,True,15.087241593996684,1.5877514203389487,762954,762.954,100.0,97.5,100.0,100.0,100.0,99.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/17-The_Magic_of_Averages_Demystifying_the_Central_Limit_Theorem,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/17-The_Magic_of_Averages_Demystifying_the_Central_Limit_Theorem/The_Magic_of_Averages_Demystifying_the_Central_Limit_Theorem.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/17-The_Magic_of_Averages_Demystifying_the_Central_Limit_Theorem/The_Magic_of_Averages_Demystifying_the_Central_Limit_Theorem_eval.json,
18,mas,Unexpected answer to a counting puzzle involving collisions and pi,The Collision-Pi Connection: How Bouncing Blocks Calculate the Circle Constant,True,True,True,18.766841053962708,1.8301089882850647,942718,942.718,97.5,95.0,100.0,100.0,92.5,97.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/18-The_Collision-Pi_Connection_How_Bouncing_Blocks_Calculate_the_Circle_Constant,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/18-The_Collision-Pi_Connection_How_Bouncing_Blocks_Calculate_the_Circle_Constant/The_Collision-Pi_Connection_How_Bouncing_Blocks_Calculate_the_Circle_Constant.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/18-The_Collision-Pi_Connection_How_Bouncing_Blocks_Calculate_the_Circle_Constant/The_Collision-Pi_Connection_How_Bouncing_Blocks_Calculate_the_Circle_Constant_eval.json,
19,mas,Basics of linear algebra and vectors,The Language of Movement: An Intuitive Introduction to Vectors,True,True,True,10.07379307349523,1.5912736733754476,538558,538.558,100.0,97.5,100.0,100.0,100.0,99.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/19-The_Language_of_Movement_An_Intuitive_Introduction_to_Vectors,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/19-The_Language_of_Movement_An_Intuitive_Introduction_to_Vectors/The_Language_of_Movement_An_Intuitive_Introduction_to_Vectors.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/19-The_Language_of_Movement_An_Intuitive_Introduction_to_Vectors/The_Language_of_Movement_An_Intuitive_Introduction_to_Vectors_eval.json,
20,mas,Bayes' theorem and independence in probability,Bayes' Theorem and the Logic of Independence,True,True,True,11.28255065282186,1.664456848303477,708332,708.332,95.0,92.5,100.0,100.0,100.0,97.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/20-Bayes_Theorem_and_the_Logic_of_Independence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/20-Bayes_Theorem_and_the_Logic_of_Independence/Bayes_Theorem_and_the_Logic_of_Independence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/20-Bayes_Theorem_and_the_Logic_of_Independence/Bayes_Theorem_and_the_Logic_of_Independence_eval.json,
21,mas,Block collision problem and its relation to calculating digits of pi,The Collision-Pi Connection: Counting Pi with Bouncing Blocks,True,True,True,13.353778870900472,3.183298631509145,683837,683.837,97.5,92.5,100.0,100.0,95.0,97.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/21-The_Collision-Pi_Connection_Counting_Pi_with_Bouncing_Blocks,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/21-The_Collision-Pi_Connection_Counting_Pi_with_Bouncing_Blocks/The_Collision-Pi_Connection_Counting_Pi_with_Bouncing_Blocks.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/21-The_Collision-Pi_Connection_Counting_Pi_with_Bouncing_Blocks/The_Collision-Pi_Connection_Counting_Pi_with_Bouncing_Blocks_eval.json,
22,mas,Planar graph duality and Euler's Characteristic Formula,The Hidden Symmetry: Euler's Formula and Graph Duality,True,True,True,12.508398226896922,2.0804750442504885,701670,701.67,95.0,87.5,100.0,100.0,97.5,96.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/22-The_Hidden_Symmetry_Eulers_Formula_and_Graph_Duality,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/22-The_Hidden_Symmetry_Eulers_Formula_and_Graph_Duality/The_Hidden_Symmetry_Eulers_Formula_and_Graph_Duality.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/22-The_Hidden_Symmetry_Eulers_Formula_and_Graph_Duality/The_Hidden_Symmetry_Eulers_Formula_and_Graph_Duality_eval.json,
23,mas,Cramer's rule explained geometrically,The Geometry of Cramer's Rule: Why Areas Solve Equations,True,True,True,11.921955192089081,1.742593773206075,673732,673.732,97.5,95.0,100.0,97.5,100.0,98.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/23-The_Geometry_of_Cramers_Rule_Why_Areas_Solve_Equations,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/23-The_Geometry_of_Cramers_Rule_Why_Areas_Solve_Equations/The_Geometry_of_Cramers_Rule_Why_Areas_Solve_Equations.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/23-The_Geometry_of_Cramers_Rule_Why_Areas_Solve_Equations/The_Geometry_of_Cramers_Rule_Why_Areas_Solve_Equations_eval.json,
24,mas,Pure Fourier series,The Building Blocks of Sound: Pure Fourier Sine Series,True,True,True,10.261559557914733,2.224474040667216,631003,631.003,97.5,100.0,100.0,100.0,100.0,99.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/24-The_Building_Blocks_of_Sound_Pure_Fourier_Sine_Series,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/24-The_Building_Blocks_of_Sound_Pure_Fourier_Sine_Series/The_Building_Blocks_of_Sound_Pure_Fourier_Sine_Series.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/24-The_Building_Blocks_of_Sound_Pure_Fourier_Sine_Series/The_Building_Blocks_of_Sound_Pure_Fourier_Sine_Series_eval.json,
25,mas,"Infinite sums, convergence and divergence, 2-adic metric in mathematics",The 2-adic Metric: Making the Infinite Finite,True,True,True,12.671339531739553,1.7960802753766378,713345,713.345,95.0,92.5,100.0,97.5,92.5,95.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/25-The_2-adic_Metric_Making_the_Infinite_Finite,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/25-The_2-adic_Metric_Making_the_Infinite_Finite/The_2-adic_Metric_Making_the_Infinite_Finite.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/25-The_2-adic_Metric_Making_the_Infinite_Finite/The_2-adic_Metric_Making_the_Infinite_Finite_eval.json,
26,mas,"Alternate notation for powers, logarithms, and roots","The Triangle of Power: Unified Notation for Powers, Roots, and Logs",True,True,True,15.706666739781697,1.9607227603594461,821967,821.967,97.5,92.5,100.0,95.0,100.0,97.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/26-The_Triangle_of_Power_Unified_Notation_for_Powers_Roots_and_Logs,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/26-The_Triangle_of_Power_Unified_Notation_for_Powers_Roots_and_Logs/The_Triangle_of_Power_Unified_Notation_for_Powers_Roots_and_Logs.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/26-The_Triangle_of_Power_Unified_Notation_for_Powers_Roots_and_Logs/The_Triangle_of_Power_Unified_Notation_for_Powers_Roots_and_Logs_eval.json,
27,mas,Principles of Holography and Diffraction,Principles of Holography and Diffraction: Capturing the Ghost of Light,True,True,True,21.79184887011846,1.7463443756103516,1163908,1163.908,100.0,92.5,100.0,100.0,97.5,98.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/27-Principles_of_Holography_and_Diffraction_Capturing_the_Ghost_of_Light,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/27-Principles_of_Holography_and_Diffraction_Capturing_the_Ghost_of_Light/Principles_of_Holography_and_Diffraction_Capturing_the_Ghost_of_Light.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/27-Principles_of_Holography_and_Diffraction_Capturing_the_Ghost_of_Light/Principles_of_Holography_and_Diffraction_Capturing_the_Ghost_of_Light_eval.json,
28,mas,"Span, linear combinations, linear dependence, and bases",The DNA of Space: From Linear Combinations to Bases,True,True,True,9.32196268637975,1.560518169403076,555971,555.971,97.5,95.0,100.0,100.0,100.0,98.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/28-The_DNA_of_Space_From_Linear_Combinations_to_Bases,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/28-The_DNA_of_Space_From_Linear_Combinations_to_Bases/The_DNA_of_Space_From_Linear_Combinations_to_Bases.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/28-The_DNA_of_Space_From_Linear_Combinations_to_Bases/The_DNA_of_Space_From_Linear_Combinations_to_Bases_eval.json,
29,mas,Fundamental constants and mathematical structure in turbulence,The Hidden Order of Chaos: Constants and Structure in Turbulence,True,True,True,20.16228663523992,1.6695463021596273,973934,973.934,100.0,97.5,100.0,100.0,100.0,99.5,-20.000000000000007,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/29-The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/29-The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence/The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/29-The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence/The_Hidden_Order_of_Chaos_Constants_and_Structure_in_Turbulence_eval.json,
