topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
12,mas,The physics of pi arising from colliding blocks,The Pi Collision Mystery: Why Colliding Blocks Compute Pi,True,True,True,12.902087418238322,1.8324968496958414,713857,713.857,97.5,92.5,100.0,100.0,95.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/12-The_Pi_Collision_Mystery_Why_Colliding_Blocks_Compute_Pi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/12-The_Pi_Collision_Mystery_Why_Colliding_Blocks_Compute_Pi/The_Pi_Collision_Mystery_Why_Colliding_Blocks_Compute_Pi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/12-The_Pi_Collision_Mystery_Why_Colliding_Blocks_Compute_Pi/The_Pi_Collision_Mystery_Why_Colliding_Blocks_Compute_Pi_eval.json,
13,mas,High-dimensional spheres,The Geometry of High-Dimensional Spheres,True,True,True,10.532041148344677,1.7675698518753051,571448,571.448,95.0,90.0,97.5,87.5,92.5,92.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/13-The_Geometry_of_High-Dimensional_Spheres,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/13-The_Geometry_of_High-Dimensional_Spheres/The_Geometry_of_High-Dimensional_Spheres.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/13-The_Geometry_of_High-Dimensional_Spheres/The_Geometry_of_High-Dimensional_Spheres_eval.json,
14,mas,Discrete convolutions and their applications,Mastering Discrete Convolutions: The Art of Sliding and Summing,True,True,True,12.50281114578247,1.9452564160029093,713772,713.772,100.0,97.5,100.0,100.0,100.0,99.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/14-Mastering_Discrete_Convolutions_The_Art_of_Sliding_and_Summing,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/14-Mastering_Discrete_Convolutions_The_Art_of_Sliding_and_Summing/Mastering_Discrete_Convolutions_The_Art_of_Sliding_and_Summing.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/14-Mastering_Discrete_Convolutions_The_Art_of_Sliding_and_Summing/Mastering_Discrete_Convolutions_The_Art_of_Sliding_and_Summing_eval.json,
15,mas,Binary counting and its application to the Towers of Hanoi puzzle,The Binary Secret of the Tower of Hanoi,True,True,True,15.337192010879516,1.6805259227752685,1032822,1032.822,97.5,92.5,100.0,87.5,100.0,95.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/15-The_Binary_Secret_of_the_Tower_of_Hanoi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/15-The_Binary_Secret_of_the_Tower_of_Hanoi/The_Binary_Secret_of_the_Tower_of_Hanoi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/15-The_Binary_Secret_of_the_Tower_of_Hanoi/The_Binary_Secret_of_the_Tower_of_Hanoi_eval.json,
16,mas,Partial differential equations,Partial Differential Equations: Modeling Change in Space and Time,True,True,True,15.03461731672287,1.7002273639043173,793211,793.211,97.5,95.0,100.0,100.0,100.0,98.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/16-Partial_Differential_Equations_Modeling_Change_in_Space_and_Time,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/16-Partial_Differential_Equations_Modeling_Change_in_Space_and_Time/Partial_Differential_Equations_Modeling_Change_in_Space_and_Time.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/16-Partial_Differential_Equations_Modeling_Change_in_Space_and_Time/Partial_Differential_Equations_Modeling_Change_in_Space_and_Time_eval.json,
17,mas,Central Limit Theorem,The Magic of the Central Limit Theorem: Finding Order in Chaos,True,True,True,18.775598692893983,2.3078594764073688,935618,935.618,97.5,95.0,100.0,100.0,95.0,97.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/17-The_Magic_of_the_Central_Limit_Theorem_Finding_Order_in_Chaos,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/17-The_Magic_of_the_Central_Limit_Theorem_Finding_Order_in_Chaos/The_Magic_of_the_Central_Limit_Theorem_Finding_Order_in_Chaos.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/17-The_Magic_of_the_Central_Limit_Theorem_Finding_Order_in_Chaos/The_Magic_of_the_Central_Limit_Theorem_Finding_Order_in_Chaos_eval.json,
18,mas,Unexpected answer to a counting puzzle involving collisions and pi,The Pi Collision Puzzle: Calculating Pi through Physics,True,True,True,12.104578113555908,2.2016668836275737,719594,719.594,97.5,92.5,100.0,100.0,95.0,97.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/18-The_Pi_Collision_Puzzle_Calculating_Pi_through_Physics,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/18-The_Pi_Collision_Puzzle_Calculating_Pi_through_Physics/The_Pi_Collision_Puzzle_Calculating_Pi_through_Physics.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/18-The_Pi_Collision_Puzzle_Calculating_Pi_through_Physics/The_Pi_Collision_Puzzle_Calculating_Pi_through_Physics_eval.json,
19,mas,Basics of linear algebra and vectors,The Power of Vectors: Navigating the Mathematical World,True,True,True,12.513620706399282,1.798413129647573,624537,624.537,100.0,97.5,100.0,100.0,97.5,99.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/19-The_Power_of_Vectors_Navigating_the_Mathematical_World,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/19-The_Power_of_Vectors_Navigating_the_Mathematical_World/The_Power_of_Vectors_Navigating_the_Mathematical_World.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/19-The_Power_of_Vectors_Navigating_the_Mathematical_World/The_Power_of_Vectors_Navigating_the_Mathematical_World_eval.json,
20,mas,Bayes' theorem and independence in probability,Bayes' Theorem and the Logic of Independence,True,True,True,12.788900021711985,1.9817760864893594,700115,700.115,95.0,90.0,100.0,95.0,100.0,96.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/20-Bayes_Theorem_and_the_Logic_of_Independence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/20-Bayes_Theorem_and_the_Logic_of_Independence/Bayes_Theorem_and_the_Logic_of_Independence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/20-Bayes_Theorem_and_the_Logic_of_Independence/Bayes_Theorem_and_the_Logic_of_Independence_eval.json,
21,mas,Block collision problem and its relation to calculating digits of pi,The Physics of Pi: How Colliding Blocks Compute the World's Most Famous Constant,True,True,True,11.504941006501516,1.9164013624191285,748269,748.269,97.5,92.5,100.0,100.0,97.5,97.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/21-The_Physics_of_Pi_How_Colliding_Blocks_Compute_the_Worlds_Most_Famous_Constant,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/21-The_Physics_of_Pi_How_Colliding_Blocks_Compute_the_Worlds_Most_Famous_Constant/The_Physics_of_Pi_How_Colliding_Blocks_Compute_the_Worlds_Most_Famous_Constant.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/21-The_Physics_of_Pi_How_Colliding_Blocks_Compute_the_Worlds_Most_Famous_Constant/The_Physics_of_Pi_How_Colliding_Blocks_Compute_the_Worlds_Most_Famous_Constant_eval.json,
22,mas,Planar graph duality and Euler's Characteristic Formula,The Mirror World of Graphs: Duality and Euler’s Formula,True,True,True,11.696927348772684,2.0030174891153973,723136,723.136,97.5,92.5,100.0,95.0,100.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/22-The_Mirror_World_of_Graphs_Duality_and_Eulers_Formula,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/22-The_Mirror_World_of_Graphs_Duality_and_Eulers_Formula/The_Mirror_World_of_Graphs_Duality_and_Eulers_Formula.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/22-The_Mirror_World_of_Graphs_Duality_and_Eulers_Formula/The_Mirror_World_of_Graphs_Duality_and_Eulers_Formula_eval.json,
23,mas,Cramer's rule explained geometrically,The Geometry of Cramer's Rule: Solving with Areas,True,True,True,16.22825974225998,1.779596757888794,915206,915.206,97.5,100.0,100.0,100.0,100.0,99.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/23-The_Geometry_of_Cramers_Rule_Solving_with_Areas,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/23-The_Geometry_of_Cramers_Rule_Solving_with_Areas/The_Geometry_of_Cramers_Rule_Solving_with_Areas.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/23-The_Geometry_of_Cramers_Rule_Solving_with_Areas/The_Geometry_of_Cramers_Rule_Solving_with_Areas_eval.json,
24,mas,Pure Fourier series,Pure Fourier Series: Deconstructing the World into Waves,True,True,True,11.058667135238647,2.0457947969436647,651677,651.677,97.5,95.0,100.0,100.0,97.5,98.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/24-Pure_Fourier_Series_Deconstructing_the_World_into_Waves,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/24-Pure_Fourier_Series_Deconstructing_the_World_into_Waves/Pure_Fourier_Series_Deconstructing_the_World_into_Waves.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/24-Pure_Fourier_Series_Deconstructing_the_World_into_Waves/Pure_Fourier_Series_Deconstructing_the_World_into_Waves_eval.json,
25,mas,"Infinite sums, convergence and divergence, 2-adic metric in mathematics",The Upside-Down World: Understanding Infinite Sums via the 2-adic Metric,True,True,True,14.575912920633952,1.902992351849874,740916,740.916,100.0,97.5,100.0,100.0,100.0,99.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/25-The_Upside-Down_World_Understanding_Infinite_Sums_via_the_2-adic_Metric,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/25-The_Upside-Down_World_Understanding_Infinite_Sums_via_the_2-adic_Metric/The_Upside-Down_World_Understanding_Infinite_Sums_via_the_2-adic_Metric.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/25-The_Upside-Down_World_Understanding_Infinite_Sums_via_the_2-adic_Metric/The_Upside-Down_World_Understanding_Infinite_Sums_via_the_2-adic_Metric_eval.json,
26,mas,"Alternate notation for powers, logarithms, and roots","The Triangle of Power: A Unified Notation for Powers, Roots, and Logs",True,True,True,16.315038430690766,2.2072837511698404,895410,895.41,95.0,97.5,100.0,100.0,100.0,98.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logs,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logs/The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logs.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logs/The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logs_eval.json,
27,mas,Principles of Holography and Diffraction,The Physics of Holography: Capturing Light and Depth,True,True,True,15.402731406688691,1.6810102899869284,848651,848.651,100.0,95.0,100.0,100.0,100.0,99.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/27-The_Physics_of_Holography_Capturing_Light_and_Depth,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/27-The_Physics_of_Holography_Capturing_Light_and_Depth/The_Physics_of_Holography_Capturing_Light_and_Depth.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/27-The_Physics_of_Holography_Capturing_Light_and_Depth/The_Physics_of_Holography_Capturing_Light_and_Depth_eval.json,
28,mas,"Span, linear combinations, linear dependence, and bases","The DNA of Space: Understanding Span, Linear Dependence, and Bases",True,True,True,12.144310454527536,1.5820784250895181,665847,665.847,100.0,100.0,100.0,100.0,97.5,99.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/28-The_DNA_of_Space_Understanding_Span_Linear_Dependence_and_Bases,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/28-The_DNA_of_Space_Understanding_Span_Linear_Dependence_and_Bases/The_DNA_of_Space_Understanding_Span_Linear_Dependence_and_Bases.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/28-The_DNA_of_Space_Understanding_Span_Linear_Dependence_and_Bases/The_DNA_of_Space_Understanding_Span_Linear_Dependence_and_Bases_eval.json,
29,mas,Fundamental constants and mathematical structure in turbulence,Decoding the Chaos: Fundamental Constants and Mathematical Structure in Turbulence,True,True,True,14.12515945037206,1.9262384613355001,644508,644.508,95.0,87.5,100.0,100.0,95.0,95.5,19.999999999999996,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/29-Decoding_the_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/29-Decoding_the_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Decoding_the_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260728_101242/29-Decoding_the_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Decoding_the_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence_eval.json,
