topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
10,mas,Dandelin spheres and conic sections,The Geometry of Light: Dandelin Spheres and Conic Sections,True,True,True,5.110706905523936,2.49992303053538,291852,291.852,85.0,72.5,80.0,75.0,65.0,75.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/10-The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/10-The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections/The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/10-The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections/The_Geometry_of_Light_Dandelin_Spheres_and_Conic_Sections_eval.json,
11,mas,How multilayer perceptrons in transformers may store facts,The Knowledge Vault: How MLP Layers Store Facts in Transformers,False,False,False,2.2282289703687033,,97976,97.976,,,,,,,,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/11-The_Knowledge_Vault_How_MLP_Layers_Store_Facts_in_Transformers,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/11-The_Knowledge_Vault_How_MLP_Layers_Store_Facts_in_Transformers/The_Knowledge_Vault_How_MLP_Layers_Store_Facts_in_Transformers.mp4,,
12,mas,The physics of pi arising from colliding blocks,The Physics of Pi: Colliding Blocks and Digit Emergence,True,True,True,4.648551897207896,1.7875183661778768,366657,366.657,97.5,92.5,100.0,97.5,95.0,96.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/12-The_Physics_of_Pi_Colliding_Blocks_and_Digit_Emergence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/12-The_Physics_of_Pi_Colliding_Blocks_and_Digit_Emergence/The_Physics_of_Pi_Colliding_Blocks_and_Digit_Emergence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/12-The_Physics_of_Pi_Colliding_Blocks_and_Digit_Emergence/The_Physics_of_Pi_Colliding_Blocks_and_Digit_Emergence_eval.json,
13,mas,High-dimensional spheres,The Geometry of High-Dimensional Spheres: Beyond 3D,True,True,True,3.403712018330892,1.662892218430837,205326,205.326,97.5,92.5,100.0,100.0,95.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/13-The_Geometry_of_High-Dimensional_Spheres_Beyond_3D,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/13-The_Geometry_of_High-Dimensional_Spheres_Beyond_3D/The_Geometry_of_High-Dimensional_Spheres_Beyond_3D.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/13-The_Geometry_of_High-Dimensional_Spheres_Beyond_3D/The_Geometry_of_High-Dimensional_Spheres_Beyond_3D_eval.json,
14,mas,Discrete convolutions and their applications,Understanding Discrete Convolutions: From Filters to Features,True,True,True,4.132398188114166,1.8605930010477703,308688,308.688,80.0,62.5,85.0,90.0,65.0,76.5,20.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/14-Understanding_Discrete_Convolutions_From_Filters_to_Features,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/14-Understanding_Discrete_Convolutions_From_Filters_to_Features/Understanding_Discrete_Convolutions_From_Filters_to_Features.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/14-Understanding_Discrete_Convolutions_From_Filters_to_Features/Understanding_Discrete_Convolutions_From_Filters_to_Features_eval.json,
15,mas,Binary counting and its application to the Towers of Hanoi puzzle,Binary Counting and the Towers of Hanoi: The Hidden Logic,True,True,True,4.402233131726583,1.6153706669807435,307936,307.936,90.0,62.5,80.0,100.0,40.0,74.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic/Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic/Binary_Counting_and_the_Towers_of_Hanoi_The_Hidden_Logic_eval.json,
16,mas,Partial differential equations,Introduction to Partial Differential Equations (PDEs),True,True,True,4.659535952409109,1.4314363121986389,394615,394.615,85.0,62.5,95.0,65.0,80.0,77.5,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/16-Introduction_to_Partial_Differential_Equations_PDEs,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/16-Introduction_to_Partial_Differential_Equations_PDEs/Introduction_to_Partial_Differential_Equations_PDEs.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/16-Introduction_to_Partial_Differential_Equations_PDEs/Introduction_to_Partial_Differential_Equations_PDEs_eval.json,
17,mas,Central Limit Theorem,The Central Limit Theorem (CLT): The Magic of Bell Curves,True,True,True,5.008733463287354,1.5867812236150105,327561,327.561,95.0,82.5,97.5,90.0,87.5,90.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Bell_Curves,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Bell_Curves/The_Central_Limit_Theorem_CLT_The_Magic_of_Bell_Curves.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Bell_Curves/The_Central_Limit_Theorem_CLT_The_Magic_of_Bell_Curves_eval.json,
18,mas,Unexpected answer to a counting puzzle involving collisions and pi,The Pi-Collision Paradox: How Counting Collisions Reveals Digits of Pi,True,True,True,4.851464215914408,1.6176305850346884,416376,416.376,92.5,67.5,97.5,100.0,70.0,85.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/18-The_Pi-Collision_Paradox_How_Counting_Collisions_Reveals_Digits_of_Pi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/18-The_Pi-Collision_Paradox_How_Counting_Collisions_Reveals_Digits_of_Pi/The_Pi-Collision_Paradox_How_Counting_Collisions_Reveals_Digits_of_Pi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/18-The_Pi-Collision_Paradox_How_Counting_Collisions_Reveals_Digits_of_Pi/The_Pi-Collision_Paradox_How_Counting_Collisions_Reveals_Digits_of_Pi_eval.json,
19,mas,Basics of linear algebra and vectors,Fundamentals of Vectors and Linear Algebra,True,True,True,4.300986500581105,1.373876448472341,295765,295.765,97.5,92.5,100.0,95.0,100.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/19-Fundamentals_of_Vectors_and_Linear_Algebra,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/19-Fundamentals_of_Vectors_and_Linear_Algebra/Fundamentals_of_Vectors_and_Linear_Algebra.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/19-Fundamentals_of_Vectors_and_Linear_Algebra/Fundamentals_of_Vectors_and_Linear_Algebra_eval.json,
20,mas,Bayes' theorem and independence in probability,Mastering Bayes' Theorem and Independence,True,True,True,4.68736978371938,1.5545430461565652,392514,392.514,95.0,87.5,100.0,100.0,92.5,95.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/20-Mastering_Bayes_Theorem_and_Independence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/20-Mastering_Bayes_Theorem_and_Independence/Mastering_Bayes_Theorem_and_Independence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/20-Mastering_Bayes_Theorem_and_Independence/Mastering_Bayes_Theorem_and_Independence_eval.json,
21,mas,Block collision problem and its relation to calculating digits of pi,The Curious Link: Block Collisions and the Digits of Pi,True,True,True,5.1169876972834265,1.6920543233553569,320344,320.344,90.0,75.0,82.5,87.5,55.00000000000001,78.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/21-The_Curious_Link_Block_Collisions_and_the_Digits_of_Pi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/21-The_Curious_Link_Block_Collisions_and_the_Digits_of_Pi/The_Curious_Link_Block_Collisions_and_the_Digits_of_Pi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/21-The_Curious_Link_Block_Collisions_and_the_Digits_of_Pi/The_Curious_Link_Block_Collisions_and_the_Digits_of_Pi_eval.json,
22,mas,Planar graph duality and Euler's Characteristic Formula,Unlocking Planar Graphs: Euler's Characteristic and Duality,True,True,True,4.708310254414877,1.9792620301246644,337483,337.483,90.0,72.5,85.0,95.0,60.0,80.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality/Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality/Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality_eval.json,
23,mas,Cramer's rule explained geometrically,Cramer's Rule: A Geometric Perspective,True,True,True,4.103806312878927,1.66788592338562,304740,304.74,95.0,87.5,82.5,100.0,85.0,90.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/23-Cramers_Rule_A_Geometric_Perspective,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/23-Cramers_Rule_A_Geometric_Perspective/Cramers_Rule_A_Geometric_Perspective.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/23-Cramers_Rule_A_Geometric_Perspective/Cramers_Rule_A_Geometric_Perspective_eval.json,
24,mas,Pure Fourier series,The Magic of Pure Fourier Series: Decomposing Complexity,True,True,True,4.348805669943491,1.519047490755717,356490,356.49,97.5,92.5,100.0,100.0,95.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/24-The_Magic_of_Pure_Fourier_Series_Decomposing_Complexity,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/24-The_Magic_of_Pure_Fourier_Series_Decomposing_Complexity/The_Magic_of_Pure_Fourier_Series_Decomposing_Complexity.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/24-The_Magic_of_Pure_Fourier_Series_Decomposing_Complexity/The_Magic_of_Pure_Fourier_Series_Decomposing_Complexity_eval.json,
25,mas,"Infinite sums, convergence and divergence, 2-adic metric in mathematics",Exploring the 2-adic Metric: Where Infinite Sums Behave Differently,True,True,True,4.3288814147313435,1.7448104619979858,352967,352.967,92.5,87.5,97.5,100.0,92.5,94.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/25-Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/25-Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently/Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/25-Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently/Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently_eval.json,
26,mas,"Alternate notation for powers, logarithms, and roots","The Unified Language of Exponents, Roots, and Logarithms",True,True,True,7.560831507047017,1.4796502590179443,336333,336.333,97.5,92.5,100.0,100.0,100.0,98.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/26-The_Unified_Language_of_Exponents_Roots_and_Logarithms,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/26-The_Unified_Language_of_Exponents_Roots_and_Logarithms/The_Unified_Language_of_Exponents_Roots_and_Logarithms.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/26-The_Unified_Language_of_Exponents_Roots_and_Logarithms/The_Unified_Language_of_Exponents_Roots_and_Logarithms_eval.json,
27,mas,Principles of Holography and Diffraction,The Magic of Light: Principles of Holography and Diffraction,True,True,True,4.987196632226309,1.574879519144694,305321,305.321,92.5,70.0,97.5,100.0,85.0,89.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/27-The_Magic_of_Light_Principles_of_Holography_and_Diffraction,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/27-The_Magic_of_Light_Principles_of_Holography_and_Diffraction/The_Magic_of_Light_Principles_of_Holography_and_Diffraction.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/27-The_Magic_of_Light_Principles_of_Holography_and_Diffraction/The_Magic_of_Light_Principles_of_Holography_and_Diffraction_eval.json,
28,mas,"Span, linear combinations, linear dependence, and bases",Foundations of Linear Algebra: From Spans to Bases,True,True,True,4.01219855149587,1.7011907935142516,296670,296.67,97.5,92.5,100.0,100.0,95.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/28-Foundations_of_Linear_Algebra_From_Spans_to_Bases,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/28-Foundations_of_Linear_Algebra_From_Spans_to_Bases/Foundations_of_Linear_Algebra_From_Spans_to_Bases.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/28-Foundations_of_Linear_Algebra_From_Spans_to_Bases/Foundations_of_Linear_Algebra_From_Spans_to_Bases_eval.json,
29,mas,Fundamental constants and mathematical structure in turbulence,Fundamental Constants and Mathematical Structure in Turbulence,True,True,True,5.2406352162361145,2.802868394056956,315777,315.777,80.0,62.5,75.0,90.0,70.0,75.5,0.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Fundamental_Constants_and_Mathematical_Structure_in_Turbulence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_143634/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Fundamental_Constants_and_Mathematical_Structure_in_Turbulence_eval.json,
