topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
10,mas,Dandelin spheres and conic sections,The Magic of Dandelin Spheres: Unveiling Conic Sections,True,True,True,7.037553505102793,1.5590144753456117,491502,491.502,95.0,82.5,65.0,100.0,52.5,79.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/10-The_Magic_of_Dandelin_Spheres_Unveiling_Conic_Sections,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/10-The_Magic_of_Dandelin_Spheres_Unveiling_Conic_Sections/The_Magic_of_Dandelin_Spheres_Unveiling_Conic_Sections.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/10-The_Magic_of_Dandelin_Spheres_Unveiling_Conic_Sections/The_Magic_of_Dandelin_Spheres_Unveiling_Conic_Sections_eval.json,
11,mas,How multilayer perceptrons in transformers may store facts,How Multilayer Perceptrons (MLP) Store Knowledge in Transformers,True,True,True,4.984217437108358,1.6812403003374736,387569,387.569,92.5,80.0,97.5,85.0,90.0,89.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/11-How_Multilayer_Perceptrons_MLP_Store_Knowledge_in_Transformers,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/11-How_Multilayer_Perceptrons_MLP_Store_Knowledge_in_Transformers/How_Multilayer_Perceptrons_MLP_Store_Knowledge_in_Transformers.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/11-How_Multilayer_Perceptrons_MLP_Store_Knowledge_in_Transformers/How_Multilayer_Perceptrons_MLP_Store_Knowledge_in_Transformers_eval.json,
12,mas,The physics of pi arising from colliding blocks,The Physics of Pi: Colliding Blocks and Number Theory,True,True,True,5.042802683512369,1.598994243144989,325161,325.161,97.5,92.5,95.0,100.0,82.5,93.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/12-The_Physics_of_Pi_Colliding_Blocks_and_Number_Theory,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/12-The_Physics_of_Pi_Colliding_Blocks_and_Number_Theory/The_Physics_of_Pi_Colliding_Blocks_and_Number_Theory.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/12-The_Physics_of_Pi_Colliding_Blocks_and_Number_Theory/The_Physics_of_Pi_Colliding_Blocks_and_Number_Theory_eval.json,
13,mas,High-dimensional spheres,The Geometry of High-Dimensional Spheres,True,True,True,5.3695569157600405,1.558013645807902,415981,415.981,97.5,95.0,100.0,100.0,95.0,97.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/13-The_Geometry_of_High-Dimensional_Spheres,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/13-The_Geometry_of_High-Dimensional_Spheres/The_Geometry_of_High-Dimensional_Spheres.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/13-The_Geometry_of_High-Dimensional_Spheres/The_Geometry_of_High-Dimensional_Spheres_eval.json,
14,mas,Discrete convolutions and their applications,Discrete Convolutions: The Art of Signal Blending,True,True,True,6.134874296188355,1.8536213755607605,388576,388.576,97.5,95.0,90.0,100.0,70.0,90.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/14-Discrete_Convolutions_The_Art_of_Signal_Blending,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/14-Discrete_Convolutions_The_Art_of_Signal_Blending/Discrete_Convolutions_The_Art_of_Signal_Blending.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/14-Discrete_Convolutions_The_Art_of_Signal_Blending/Discrete_Convolutions_The_Art_of_Signal_Blending_eval.json,
15,mas,Binary counting and its application to the Towers of Hanoi puzzle,Binary Counting and the Towers of Hanoi: The Mathematical Secret,True,True,True,4.384963901837667,1.6792684992154439,323578,323.578,85.0,62.5,65.0,82.5,52.5,69.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Mathematical_Secret,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Mathematical_Secret/Binary_Counting_and_the_Towers_of_Hanoi_The_Mathematical_Secret.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/15-Binary_Counting_and_the_Towers_of_Hanoi_The_Mathematical_Secret/Binary_Counting_and_the_Towers_of_Hanoi_The_Mathematical_Secret_eval.json,
16,mas,Partial differential equations,Introduction to Partial Differential Equations (PDEs),True,True,True,8.065070954958598,1.580593220392863,389902,389.902,85.0,77.5,90.0,87.5,92.5,86.5,20.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/16-Introduction_to_Partial_Differential_Equations_PDEs,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/16-Introduction_to_Partial_Differential_Equations_PDEs/Introduction_to_Partial_Differential_Equations_PDEs.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/16-Introduction_to_Partial_Differential_Equations_PDEs/Introduction_to_Partial_Differential_Equations_PDEs_eval.json,
17,mas,Central Limit Theorem,The Central Limit Theorem (CLT): The Magic of Averages,True,True,True,4.622404209772745,1.4961631178855896,319119,319.119,97.5,95.0,100.0,100.0,95.0,97.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Averages,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Averages/The_Central_Limit_Theorem_CLT_The_Magic_of_Averages.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/17-The_Central_Limit_Theorem_CLT_The_Magic_of_Averages/The_Central_Limit_Theorem_CLT_The_Magic_of_Averages_eval.json,
18,mas,Unexpected answer to a counting puzzle involving collisions and pi,The Pi-Collision Paradox: Why Bouncing Blocks Count Digits of Pi,True,True,True,3.1344964543978375,1.7540046334266663,202528,202.528,92.5,80.0,97.5,100.0,87.5,91.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/18-The_Pi-Collision_Paradox_Why_Bouncing_Blocks_Count_Digits_of_Pi,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/18-The_Pi-Collision_Paradox_Why_Bouncing_Blocks_Count_Digits_of_Pi/The_Pi-Collision_Paradox_Why_Bouncing_Blocks_Count_Digits_of_Pi.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/18-The_Pi-Collision_Paradox_Why_Bouncing_Blocks_Count_Digits_of_Pi/The_Pi-Collision_Paradox_Why_Bouncing_Blocks_Count_Digits_of_Pi_eval.json,
19,mas,Basics of linear algebra and vectors,Fundamentals of Vectors: The Language of Space,True,True,True,4.7676686406135556,1.3978782534599303,377958,377.958,85.0,67.5,97.5,80.0,100.0,86.0,20.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/19-Fundamentals_of_Vectors_The_Language_of_Space,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/19-Fundamentals_of_Vectors_The_Language_of_Space/Fundamentals_of_Vectors_The_Language_of_Space.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/19-Fundamentals_of_Vectors_The_Language_of_Space/Fundamentals_of_Vectors_The_Language_of_Space_eval.json,
20,mas,Bayes' theorem and independence in probability,Bayes' Theorem and Independence: Unlocking Probability,True,True,True,4.476506769657135,1.5002361536026,305978,305.978,97.5,95.0,92.5,100.0,75.0,92.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/20-Bayes_Theorem_and_Independence_Unlocking_Probability,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/20-Bayes_Theorem_and_Independence_Unlocking_Probability/Bayes_Theorem_and_Independence_Unlocking_Probability.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/20-Bayes_Theorem_and_Independence_Unlocking_Probability/Bayes_Theorem_and_Independence_Unlocking_Probability_eval.json,
21,mas,Block collision problem and its relation to calculating digits of pi,The Mystery of Pi in Block Collisions,True,True,True,4.964200520515442,1.6866108059883118,422695,422.695,75.0,70.0,95.0,80.0,100.0,84.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/21-The_Mystery_of_Pi_in_Block_Collisions,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/21-The_Mystery_of_Pi_in_Block_Collisions/The_Mystery_of_Pi_in_Block_Collisions.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/21-The_Mystery_of_Pi_in_Block_Collisions/The_Mystery_of_Pi_in_Block_Collisions_eval.json,
22,mas,Planar graph duality and Euler's Characteristic Formula,Unlocking Planar Graphs: Euler's Characteristic and Duality,True,True,True,4.431023339430491,2.192112692197164,313908,313.908,92.5,87.5,97.5,100.0,85.0,92.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality/Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/22-Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality/Unlocking_Planar_Graphs_Eulers_Characteristic_and_Duality_eval.json,
23,mas,Cramer's rule explained geometrically,Cramer's Rule: A Geometric Perspective,True,True,True,4.032121706008911,1.6870936433474222,309653,309.653,92.5,95.0,100.0,100.0,97.5,97.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/23-Cramers_Rule_A_Geometric_Perspective,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/23-Cramers_Rule_A_Geometric_Perspective/Cramers_Rule_A_Geometric_Perspective.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/23-Cramers_Rule_A_Geometric_Perspective/Cramers_Rule_A_Geometric_Perspective_eval.json,
24,mas,Pure Fourier series,The Magic of Pure Fourier Series: Breaking Down Waves,True,True,True,7.0205486933390295,1.556333843866984,412340,412.34,97.5,92.5,100.0,100.0,95.0,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/24-The_Magic_of_Pure_Fourier_Series_Breaking_Down_Waves,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/24-The_Magic_of_Pure_Fourier_Series_Breaking_Down_Waves/The_Magic_of_Pure_Fourier_Series_Breaking_Down_Waves.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/24-The_Magic_of_Pure_Fourier_Series_Breaking_Down_Waves/The_Magic_of_Pure_Fourier_Series_Breaking_Down_Waves_eval.json,
25,mas,"Infinite sums, convergence and divergence, 2-adic metric in mathematics",Exploring the 2-adic Metric: Where Infinite Sums Behave Differently,True,True,True,4.055547475814819,1.8430099447568258,307126,307.126,97.5,95.0,100.0,100.0,92.5,97.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/25-Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/25-Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently/Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/25-Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently/Exploring_the_2-adic_Metric_Where_Infinite_Sums_Behave_Differently_eval.json,
26,mas,"Alternate notation for powers, logarithms, and roots","The Universal Language of Exponentials: Powers, Roots, and Logs",True,True,True,4.566500449180603,1.4756163676579794,324600,324.6,97.5,92.5,100.0,100.0,90.0,96.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/26-The_Universal_Language_of_Exponentials_Powers_Roots_and_Logs,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/26-The_Universal_Language_of_Exponentials_Powers_Roots_and_Logs/The_Universal_Language_of_Exponentials_Powers_Roots_and_Logs.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/26-The_Universal_Language_of_Exponentials_Powers_Roots_and_Logs/The_Universal_Language_of_Exponentials_Powers_Roots_and_Logs_eval.json,
27,mas,Principles of Holography and Diffraction,The Magic of Light: Principles of Holography and Diffraction,True,True,True,4.7663194338480634,1.5928214271863301,329419,329.419,85.0,62.5,70.0,97.5,40.0,71.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/27-The_Magic_of_Light_Principles_of_Holography_and_Diffraction,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/27-The_Magic_of_Light_Principles_of_Holography_and_Diffraction/The_Magic_of_Light_Principles_of_Holography_and_Diffraction.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/27-The_Magic_of_Light_Principles_of_Holography_and_Diffraction/The_Magic_of_Light_Principles_of_Holography_and_Diffraction_eval.json,
28,mas,"Span, linear combinations, linear dependence, and bases",Foundations of Linear Algebra: From Combinations to Bases,True,True,True,4.031750977039337,1.503460156917572,284758,284.758,97.5,92.5,100.0,100.0,87.5,95.5,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/28-Foundations_of_Linear_Algebra_From_Combinations_to_Bases,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/28-Foundations_of_Linear_Algebra_From_Combinations_to_Bases/Foundations_of_Linear_Algebra_From_Combinations_to_Bases.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/28-Foundations_of_Linear_Algebra_From_Combinations_to_Bases/Foundations_of_Linear_Algebra_From_Combinations_to_Bases_eval.json,
29,mas,Fundamental constants and mathematical structure in turbulence,Fundamental Constants and Mathematical Structure in Turbulence,True,True,True,4.6667168736457825,1.5527909795443218,385935,385.935,95.0,87.5,97.5,100.0,90.0,94.0,0.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Fundamental_Constants_and_Mathematical_Structure_in_Turbulence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260808_204613/29-Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/Fundamental_Constants_and_Mathematical_Structure_in_Turbulence_eval.json,
