topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
10,mas,Dandelin spheres and conic sections,Dandelin Spheres: The 3D Secret Behind Conic Sections,True,True,True,16.984905592600505,1.6927853345870971,806993,806.993,97.5,95.0,92.5,97.5,95.0,95.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/10-Dandelin_Spheres_The_3D_Secret_Behind_Conic_Sections,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/10-Dandelin_Spheres_The_3D_Secret_Behind_Conic_Sections/Dandelin_Spheres_The_3D_Secret_Behind_Conic_Sections.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/10-Dandelin_Spheres_The_3D_Secret_Behind_Conic_Sections/Dandelin_Spheres_The_3D_Secret_Behind_Conic_Sections_eval.json,
11,mas,How multilayer perceptrons in transformers may store facts,The Library of Weights: How Transformer MLPs Store Facts,True,True,True,16.01140240430832,1.9250572085380555,980157,980.157,97.5,95.0,100.0,100.0,100.0,98.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/11-The_Library_of_Weights_How_Transformer_MLPs_Store_Facts,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/11-The_Library_of_Weights_How_Transformer_MLPs_Store_Facts/The_Library_of_Weights_How_Transformer_MLPs_Store_Facts.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/11-The_Library_of_Weights_How_Transformer_MLPs_Store_Facts/The_Library_of_Weights_How_Transformer_MLPs_Store_Facts_eval.json,
12,mas,The physics of pi arising from colliding blocks,The Pi Machine: How Colliding Blocks Calculate Geometry,True,True,True,20.52671993970871,1.860792871316274,920551,920.551,95.0,87.5,100.0,100.0,100.0,96.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/12-The_Pi_Machine_How_Colliding_Blocks_Calculate_Geometry,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/12-The_Pi_Machine_How_Colliding_Blocks_Calculate_Geometry/The_Pi_Machine_How_Colliding_Blocks_Calculate_Geometry.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/12-The_Pi_Machine_How_Colliding_Blocks_Calculate_Geometry/The_Pi_Machine_How_Colliding_Blocks_Calculate_Geometry_eval.json,
13,mas,High-dimensional spheres,The Counter-Intuitive World of High-Dimensional Spheres,True,True,True,15.755279151598613,2.2275271813074746,821136,821.136,100.0,97.5,100.0,100.0,97.5,99.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/13-The_Counter-Intuitive_World_of_High-Dimensional_Spheres,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/13-The_Counter-Intuitive_World_of_High-Dimensional_Spheres/The_Counter-Intuitive_World_of_High-Dimensional_Spheres.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/13-The_Counter-Intuitive_World_of_High-Dimensional_Spheres/The_Counter-Intuitive_World_of_High-Dimensional_Spheres_eval.json,
14,mas,Discrete convolutions and their applications,Discrete Convolutions: The Art of Mixing Signals,True,True,True,11.671014746030172,1.827656865119934,758815,758.815,97.5,92.5,100.0,97.5,95.0,96.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/14-Discrete_Convolutions_The_Art_of_Mixing_Signals,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/14-Discrete_Convolutions_The_Art_of_Mixing_Signals/Discrete_Convolutions_The_Art_of_Mixing_Signals.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/14-Discrete_Convolutions_The_Art_of_Mixing_Signals/Discrete_Convolutions_The_Art_of_Mixing_Signals_eval.json,
15,mas,Binary counting and its application to the Towers of Hanoi puzzle,Binary Rhythms: Solving the Towers of Hanoi with Binary Counting,True,True,True,10.752828462918599,1.8673194726308187,621836,621.836,100.0,97.5,100.0,100.0,100.0,99.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/15-Binary_Rhythms_Solving_the_Towers_of_Hanoi_with_Binary_Counting,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/15-Binary_Rhythms_Solving_the_Towers_of_Hanoi_with_Binary_Counting/Binary_Rhythms_Solving_the_Towers_of_Hanoi_with_Binary_Counting.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/15-Binary_Rhythms_Solving_the_Towers_of_Hanoi_with_Binary_Counting/Binary_Rhythms_Solving_the_Towers_of_Hanoi_with_Binary_Counting_eval.json,
16,mas,Partial differential equations,Partial Differential Equations: Mapping Change Across Space and Time,True,True,True,12.060740824540456,1.7433290203412375,780163,780.163,97.5,97.5,100.0,100.0,100.0,99.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/16-Partial_Differential_Equations_Mapping_Change_Across_Space_and_Time,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/16-Partial_Differential_Equations_Mapping_Change_Across_Space_and_Time/Partial_Differential_Equations_Mapping_Change_Across_Space_and_Time.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/16-Partial_Differential_Equations_Mapping_Change_Across_Space_and_Time/Partial_Differential_Equations_Mapping_Change_Across_Space_and_Time_eval.json,
17,mas,Central Limit Theorem,The Magic of the Central Limit Theorem: Order from Chaos,True,True,True,12.761258248488108,1.748389232158661,782153,782.153,97.5,100.0,100.0,100.0,100.0,99.5,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/17-The_Magic_of_the_Central_Limit_Theorem_Order_from_Chaos,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/17-The_Magic_of_the_Central_Limit_Theorem_Order_from_Chaos/The_Magic_of_the_Central_Limit_Theorem_Order_from_Chaos.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/17-The_Magic_of_the_Central_Limit_Theorem_Order_from_Chaos/The_Magic_of_the_Central_Limit_Theorem_Order_from_Chaos_eval.json,
18,mas,Unexpected answer to a counting puzzle involving collisions and pi,The Pi Collision Mystery: How Bouncing Blocks Calculate the Universe's Most Famous Constant,True,True,True,17.4397629737854,1.8708791494369508,727737,727.737,97.5,100.0,100.0,100.0,100.0,99.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/18-The_Pi_Collision_Mystery_How_Bouncing_Blocks_Calculate_the_Universes_Most_Famous_Constant,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/18-The_Pi_Collision_Mystery_How_Bouncing_Blocks_Calculate_the_Universes_Most_Famous_Constant/The_Pi_Collision_Mystery_How_Bouncing_Blocks_Calculate_the_Universes_Most_Famous_Constant.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/18-The_Pi_Collision_Mystery_How_Bouncing_Blocks_Calculate_the_Universes_Most_Famous_Constant/The_Pi_Collision_Mystery_How_Bouncing_Blocks_Calculate_the_Universes_Most_Famous_Constant_eval.json,
19,mas,Basics of linear algebra and vectors,The Language of Movement: Basics of Vectors in Linear Algebra,True,True,True,23.48862385749817,1.6984506845474243,828875,828.875,100.0,97.5,100.0,100.0,100.0,99.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/19-The_Language_of_Movement_Basics_of_Vectors_in_Linear_Algebra,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/19-The_Language_of_Movement_Basics_of_Vectors_in_Linear_Algebra/The_Language_of_Movement_Basics_of_Vectors_in_Linear_Algebra.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/19-The_Language_of_Movement_Basics_of_Vectors_in_Linear_Algebra/The_Language_of_Movement_Basics_of_Vectors_in_Linear_Algebra_eval.json,
20,mas,Bayes' theorem and independence in probability,Bayes' Theorem and the Logic of Independence,True,True,True,14.830679468313853,1.7326619148254394,835852,835.852,97.5,95.0,100.0,97.5,92.5,96.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/20-Bayes_Theorem_and_the_Logic_of_Independence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/20-Bayes_Theorem_and_the_Logic_of_Independence/Bayes_Theorem_and_the_Logic_of_Independence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/20-Bayes_Theorem_and_the_Logic_of_Independence/Bayes_Theorem_and_the_Logic_of_Independence_eval.json,
21,mas,Block collision problem and its relation to calculating digits of pi,The Pi Collision: How Bouncing Blocks Reveal the World's Most Famous Constant,True,True,True,13.22890483935674,1.8744930267333983,771150,771.15,97.5,92.5,100.0,100.0,90.0,96.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/21-The_Pi_Collision_How_Bouncing_Blocks_Reveal_the_Worlds_Most_Famous_Constant,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/21-The_Pi_Collision_How_Bouncing_Blocks_Reveal_the_Worlds_Most_Famous_Constant/The_Pi_Collision_How_Bouncing_Blocks_Reveal_the_Worlds_Most_Famous_Constant.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/21-The_Pi_Collision_How_Bouncing_Blocks_Reveal_the_Worlds_Most_Famous_Constant/The_Pi_Collision_How_Bouncing_Blocks_Reveal_the_Worlds_Most_Famous_Constant_eval.json,
22,mas,Planar graph duality and Euler's Characteristic Formula,The Hidden Mirror: Planar Graph Duality and Euler's Formula,True,True,True,12.490635625521342,2.419729137420654,633850,633.85,100.0,97.5,100.0,100.0,97.5,99.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/22-The_Hidden_Mirror_Planar_Graph_Duality_and_Eulers_Formula,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/22-The_Hidden_Mirror_Planar_Graph_Duality_and_Eulers_Formula/The_Hidden_Mirror_Planar_Graph_Duality_and_Eulers_Formula.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/22-The_Hidden_Mirror_Planar_Graph_Duality_and_Eulers_Formula/The_Hidden_Mirror_Planar_Graph_Duality_and_Eulers_Formula_eval.json,
23,mas,Cramer's rule explained geometrically,Cramer's Rule: A Geometric Intuition,True,True,True,16.185489761829377,2.5451523780822756,896188,896.188,100.0,97.5,100.0,100.0,100.0,99.5,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/23-Cramers_Rule_A_Geometric_Intuition,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/23-Cramers_Rule_A_Geometric_Intuition/Cramers_Rule_A_Geometric_Intuition.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/23-Cramers_Rule_A_Geometric_Intuition/Cramers_Rule_A_Geometric_Intuition_eval.json,
24,mas,Pure Fourier series,Pure Fourier Series: The Power of Symmetry,True,True,True,14.408089752991994,1.880109997590383,927005,927.005,97.5,95.0,100.0,100.0,95.0,97.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/24-Pure_Fourier_Series_The_Power_of_Symmetry,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/24-Pure_Fourier_Series_The_Power_of_Symmetry/Pure_Fourier_Series_The_Power_of_Symmetry.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/24-Pure_Fourier_Series_The_Power_of_Symmetry/Pure_Fourier_Series_The_Power_of_Symmetry_eval.json,
25,mas,"Infinite sums, convergence and divergence, 2-adic metric in mathematics",Beyond the Infinite: Convergence and the 2-adic Metric,True,True,True,13.985949794451395,1.8489354650179546,786060,786.06,100.0,97.5,100.0,100.0,100.0,99.5,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/25-Beyond_the_Infinite_Convergence_and_the_2-adic_Metric,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/25-Beyond_the_Infinite_Convergence_and_the_2-adic_Metric/Beyond_the_Infinite_Convergence_and_the_2-adic_Metric.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/25-Beyond_the_Infinite_Convergence_and_the_2-adic_Metric/Beyond_the_Infinite_Convergence_and_the_2-adic_Metric_eval.json,
26,mas,"Alternate notation for powers, logarithms, and roots","The Triangle of Power: A Unified Notation for Powers, Roots, and Logarithms",True,True,True,29.09646187623342,2.5140854676564532,1183902,1183.902,97.5,90.0,100.0,80.0,100.0,93.5,20.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms/The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/26-The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms/The_Triangle_of_Power_A_Unified_Notation_for_Powers_Roots_and_Logarithms_eval.json,
27,mas,Principles of Holography and Diffraction,The Science of Light-Stitching: Principles of Holography and Diffraction,True,True,True,15.884515766302744,2.04173397620519,929553,929.553,97.5,95.0,100.0,100.0,97.5,98.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/27-The_Science_of_Light-Stitching_Principles_of_Holography_and_Diffraction,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/27-The_Science_of_Light-Stitching_Principles_of_Holography_and_Diffraction/The_Science_of_Light-Stitching_Principles_of_Holography_and_Diffraction.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/27-The_Science_of_Light-Stitching_Principles_of_Holography_and_Diffraction/The_Science_of_Light-Stitching_Principles_of_Holography_and_Diffraction_eval.json,
28,mas,"Span, linear combinations, linear dependence, and bases","The Building Blocks of Space: Span, Dependence, and Bases",True,True,True,11.398230326175689,1.8535124739011128,709331,709.331,97.5,92.5,100.0,90.0,100.0,96.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/28-The_Building_Blocks_of_Space_Span_Dependence_and_Bases,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/28-The_Building_Blocks_of_Space_Span_Dependence_and_Bases/The_Building_Blocks_of_Space_Span_Dependence_and_Bases.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/28-The_Building_Blocks_of_Space_Span_Dependence_and_Bases/The_Building_Blocks_of_Space_Span_Dependence_and_Bases_eval.json,
29,mas,Fundamental constants and mathematical structure in turbulence,The Hidden Order of Chaos: Fundamental Constants and Mathematical Structure in Turbulence,True,True,True,12.284960039456685,1.6937180995941161,732051,732.051,100.0,97.5,100.0,100.0,100.0,99.5,20.000000000000007,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/29-The_Hidden_Order_of_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/29-The_Hidden_Order_of_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/The_Hidden_Order_of_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260807_120330/29-The_Hidden_Order_of_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence/The_Hidden_Order_of_Chaos_Fundamental_Constants_and_Mathematical_Structure_in_Turbulence_eval.json,
